"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","map_id","hue","lightness","saturation","ishihara_plate","correct_response"
"","","","","","html-slider-response","177","261589","0.0-169.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-100","","0","images/G_L_U_07.png","","","","disturbing","2","07","G","L","U","",""
"","","","","","html-slider-response","178","262771","0.0-170.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-124","","0","images/Y_L_U_28.png","","","","disturbing","2","28","Y","L","U","",""
"","","","","","html-slider-response","179","264255","0.0-171.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","131","","0","images/G_D_U_12.png","","","","disturbing","2","12","G","D","U","",""
"","","","","","html-slider-response","180","265308","0.0-172.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","130","","0","images/G_D_U_12.png","","","","disturbing","1","12","G","D","U","",""
"","","","","","html-slider-response","181","266621","0.0-173.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-138","","0","images/R_L_S_37.png","","","","disturbing","1","37","R","L","S","",""
"","","","","","html-slider-response","182","268201","0.0-174.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-82","","0","images/G_L_S_05.png","","","","disturbing","1","05","G","L","S","",""
"","","","","","html-slider-response","183","269498","0.0-175.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-118","","0","images/R_L_S_37.png","","","","disturbing","2","37","R","L","S","",""
"","","","","","html-slider-response","184","271489","0.0-176.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-23","","0","images/R_D_S_44.png","","","","disturbing","1","44","R","D","S","",""
"","","","","","html-slider-response","185","273501","0.0-177.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","168","","0","images/Y_D_S_30.png","","","","disturbing","1","30","Y","D","S","",""
"","","","","","html-slider-response","186","274942","0.0-178.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-155","","0","images/Y_L_U_28.png","","","","disturbing","1","28","Y","L","U","",""
"","","","","","html-slider-response","187","276675","0.0-179.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","152","","0","images/Y_D_U_33.png","","","","disturbing","1","33","Y","D","U","",""
"","","","","","html-slider-response","188","277924","0.0-180.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-147","","0","images/R_D_S_44.png","","","","disturbing","2","44","R","D","S","",""
"","","","","","html-slider-response","189","279172","0.0-181.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","110","","0","images/B_L_S_13.png","","","","disturbing","1","13","B","L","S","",""
"","","","","","html-button-response","190","280481","0.0-182.0","ca079jsn2e","13","806","<p>Great Job! You've finished block 5.<br></br> You have 3 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","191","281064","0.0-183.0","ca079jsn2e","13","582","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>serious</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","192","282063","0.0-184.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-129","","0","images/R_D_S_44.png","","","","serious","2","44","R","D","S","",""
"","","","","","html-slider-response","193","283839","0.0-185.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","194","","0","images/Y_D_U_33.png","","","","serious","2","33","Y","D","U","",""
"","","","","","html-slider-response","194","284803","0.0-186.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","194","","0","images/B_D_U_26.png","","","","serious","1","26","B","D","U","",""
"","","","","","html-slider-response","195","285716","0.0-187.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","194","","0","images/R_D_S_44.png","","","","serious","1","44","R","D","S","",""
"","","","","","html-slider-response","196","287533","0.0-188.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-170","","0","images/G_L_S_05.png","","","","serious","1","05","G","L","S","",""
"","","","","","html-slider-response","197","289048","0.0-189.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","188","","0","images/B_D_U_26.png","","","","serious","2","26","B","D","U","",""
"","","","","","html-slider-response","198","290491","0.0-190.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-110","","0","images/B_D_S_23.png","","","","serious","2","23","B","D","S","",""
"","","","","","html-slider-response","199","291893","0.0-191.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-142","","0","images/G_L_S_05.png","","","","serious","2","05","G","L","S","",""
"","","","","","html-slider-response","200","293084","0.0-192.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-142","","0","images/Y_L_U_28.png","","","","serious","1","28","Y","L","U","",""
"","","","","","html-slider-response","201","294631","0.0-193.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","197","","0","images/Y_D_S_30.png","","","","serious","1","30","Y","D","S","",""
"","","","","","html-slider-response","202","296098","0.0-194.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-134","","0","images/R_L_U_41.png","","","","serious","2","41","R","L","U","",""
"","","","","","html-slider-response","203","297540","0.0-195.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","136","","0","images/G_D_U_12.png","","","","serious","2","12","G","D","U","",""
"","","","","","html-slider-response","204","299340","0.0-196.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-153","","0","images/G_L_U_07.png","","","","serious","2","07","G","L","U","",""
"","","","","","html-slider-response","205","302951","0.0-197.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-86","","0","images/R_L_U_41.png","","","","serious","1","41","R","L","U","",""
"","","","","","html-slider-response","206","304386","0.0-198.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","135","","0","images/G_D_S_10.png","","","","serious","1","10","G","D","S","",""
"","","","","","html-slider-response","207","305708","0.0-199.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-182","","0","images/Y_L_S_27.png","","","","serious","2","27","Y","L","S","",""
"","","","","","html-slider-response","208","307362","0.0-200.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","163","","0","images/Y_D_U_33.png","","","","serious","1","33","Y","D","U","",""
"","","","","","html-slider-response","209","308851","0.0-201.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-140","","0","images/R_L_S_37.png","","","","serious","1","37","R","L","S","",""
"","","","","","html-slider-response","210","311121","0.0-202.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-141","","0","images/Y_L_S_27.png","","","","serious","1","27","Y","L","S","",""
"","","","","","html-slider-response","211","313673","0.0-203.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-134","","0","images/G_L_U_07.png","","","","serious","1","07","G","L","U","",""
"","","","","","html-slider-response","212","317287","0.0-204.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-150","","0","images/B_L_S_13.png","","","","serious","2","13","B","L","S","",""
"","","","","","html-slider-response","213","318617","0.0-205.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-150","","0","images/B_D_S_23.png","","","","serious","1","23","B","D","S","",""
"","","","","","html-slider-response","214","320229","0.0-206.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","145","","0","images/R_D_U_02.png","","","","serious","1","02","R","D","U","",""
"","","","","","html-slider-response","215","321622","0.0-207.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-83","","0","images/Y_L_U_28.png","","","","serious","2","28","Y","L","U","",""
"","","","","","html-slider-response","216","322846","0.0-208.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-105","","0","images/B_L_S_13.png","","","","serious","1","13","B","L","S","",""
"","","","","","html-slider-response","217","324654","0.0-209.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","143","","0","images/Y_D_S_30.png","","","","serious","2","30","Y","D","S","",""
"","","","","","html-slider-response","218","326031","0.0-210.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-150","","0","images/R_D_U_02.png","","","","serious","2","02","R","D","U","",""
"","","","","","html-slider-response","219","327798","0.0-211.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","172","","0","images/G_D_U_12.png","","","","serious","1","12","G","D","U","",""
"","","","","","html-slider-response","220","329110","0.0-212.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-186","","0","images/B_L_U_15.png","","","","serious","2","15","B","L","U","",""
"","","","","","html-slider-response","221","330665","0.0-213.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","73","","0","images/G_D_S_10.png","","","","serious","2","10","G","D","S","",""
"","","","","","html-slider-response","222","332392","0.0-214.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-95","","0","images/B_L_U_15.png","","","","serious","1","15","B","L","U","",""
"","","","","","html-slider-response","223","334449","0.0-215.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-183","","0","images/R_L_S_37.png","","","","serious","2","37","R","L","S","",""
"","","","","","html-button-response","224","336068","0.0-216.0","ca079jsn2e","13","1116","<p>Great Job! You've finished block 6.<br></br> You have 2 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","225","336569","0.0-217.0","ca079jsn2e","13","500","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>negative</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","226","339141","0.0-218.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-190","","0","images/Y_D_S_30.png","","","","negative","1","30","Y","D","S","",""
"","","","","","html-slider-response","227","341711","0.0-219.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-173","","0","images/B_D_S_23.png","","","","negative","1","23","B","D","S","",""
"","","","","","html-slider-response","228","343979","0.0-220.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-11","","0","images/Y_L_U_28.png","","","","negative","1","28","Y","L","U","",""
"","","","","","html-slider-response","229","346791","0.0-221.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-190","","0","images/R_L_S_37.png","","","","negative","1","37","R","L","S","",""
"","","","","","html-slider-response","230","348647","0.0-222.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","189","","0","images/B_D_U_26.png","","","","negative","1","26","B","D","U","",""
"","","","","","html-slider-response","231","350071","0.0-223.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-170","","0","images/R_D_S_44.png","","","","negative","2","44","R","D","S","",""
"","","","","","html-slider-response","232","351864","0.0-224.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-154","","0","images/G_L_U_07.png","","","","negative","2","07","G","L","U","",""
"","","","","","html-slider-response","233","352845","0.0-225.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-154","","0","images/G_L_S_05.png","","","","negative","2","05","G","L","S","",""
"","","","","","html-slider-response","234","354286","0.0-226.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","90","","0","images/G_D_U_12.png","","","","negative","1","12","G","D","U","",""
"","","","","","html-slider-response","235","355915","0.0-227.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","198","","0","images/Y_D_U_33.png","","","","negative","2","33","Y","D","U","",""
"","","","","","html-slider-response","236","357577","0.0-228.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","194","","0","images/Y_D_U_33.png","","","","negative","1","33","Y","D","U","",""
"","","","","","html-slider-response","237","359286","0.0-229.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-199","","0","images/B_D_S_23.png","","","","negative","2","23","B","D","S","",""
"","","","","","html-slider-response","238","360283","0.0-230.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-199","","0","images/Y_L_S_27.png","","","","negative","1","27","Y","L","S","",""
"","","","","","html-slider-response","239","361215","0.0-231.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-199","","0","images/B_L_S_13.png","","","","negative","1","13","B","L","S","",""
"","","","","","html-slider-response","240","362827","0.0-232.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","59","","0","images/G_D_S_10.png","","","","negative","1","10","G","D","S","",""
"","","","","","html-slider-response","241","364440","0.0-233.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-194","","0","images/R_L_S_37.png","","","","negative","2","37","R","L","S","",""
"","","","","","html-slider-response","242","366683","0.0-234.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","192","","0","images/Y_D_S_30.png","","","","negative","2","30","Y","D","S","",""
"","","","","","html-slider-response","243","368369","0.0-235.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-186","","0","images/G_L_S_05.png","","","","negative","1","05","G","L","S","",""
"","","","","","html-slider-response","244","370726","0.0-236.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-183","","0","images/R_L_U_41.png","","","","negative","2","41","R","L","U","",""
"","","","","","html-slider-response","245","371643","0.0-237.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-183","","0","images/R_D_S_44.png","","","","negative","1","44","R","D","S","",""
"","","","","","html-slider-response","246","372556","0.0-238.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-183","","0","images/Y_L_U_28.png","","","","negative","2","28","Y","L","U","",""
"","","","","","html-slider-response","247","373539","0.0-239.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-183","","0","images/R_L_U_41.png","","","","negative","1","41","R","L","U","",""
"","","","","","html-slider-response","248","374495","0.0-240.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >negative</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-183","","0","images/B_L_U_15.png","","","","negative","1","15","B","L","U","",""
